id,person_name,person_name_lc,person_name_ngram,person_name_length,person_name_counts
30097840-946d-4b7c-b34e-9ce2ddb4c4f6,Santi Cazorla,santi cazorla,2,13,8
d7fab1b3-fa28-4c6f-8fc9-47e94dc90d95,Christian Eriksen,christian eriksen,2,17,0
be5e7d9c-e46a-4d9c-9351-a1d3c6472ebf,Ezequiel Lavezzi,ezequiel lavezzi,2,16,2
7ff221c7-8b93-4aed-b7b0-479169d6e0e1,Joao Moutinho,joao moutinho,2,13,9
311e9ace-6c6e-40ee-99a4-7b5aca17a7bd,Mario Mandžukić,mario mandžukić,2,15,0
03f37bdc-7f17-44b2-a4b7-032b79ee300d,Patrice Evra,patrice evra,2,12,9
468cd536-797f-41f4-81cd-56ae2e53dda3,David Luiz,david luiz,2,10,3
3c254b3c-93de-4541-90e0-2d48d18d8c1a,Luka Modric,luka modric,2,11,3
c93af198-75b1-403e-8848-698dcd348b4c,Victor Wanyama,victor wanyama,2,14,3
61964361-62d9-4aba-8f2c-be4973dec037,Mapou Yanga-M'Biwa,mapou yanga-m'biwa,2,18,5
01412a16-c382-49b2-8c4d-cb6d9a333727,Hulk,hulk,1,4,10
6962225c-5a84-40dc-ba18-d70688d6fb28,Darijo Srna,darijo srna,2,11,6
d74f0e00-35f4-4e50-95f2-a2684f47c99a,Emmanuel Mayuka,emmanuel mayuka,2,15,1
23c16a35-f11f-4e00-8770-b4634944ecc3,John Terry,john terry,2,10,4
518c691b-ed8b-4c23-b6aa-1885456f7552,Kwadwo Asamoah,kwadwo asamoah,2,14,4
13a92312-ba4e-498d-b378-65b4f06d196a,Leonardo Bonucci,leonardo bonucci,2,16,0
e6c1cb43-071b-471a-b848-5d03b41c0d0f,Javier Pastore,javier pastore,2,14,4
b2d764e3-a929-434a-b084-b6cd13816c5e,Henrikh Mkhitaryan,henrikh mkhitaryan,2,18,1
8f6c4882-f857-46ef-a49d-8c898f6cdaad,Moussa Dembele,moussa dembele,2,14,10
0da07c07-e133-4682-bebb-33386bd06414,Hatem Ben Arfa,hatem ben arfa,3,14,4
90e866e7-2c9b-43b0-bd46-2ca8b8f97cff,Samir Nasri,samir nasri,2,11,1
ac78b4f9-7601-4fdd-841a-4f2b88c4fabe,Shinji Kagawa,shinji kagawa,2,13,4
0940bbd2-0f8a-4399-aa14-f57d081ffb9d,Wesley Sneijder,wesley sneijder,2,15,8
c075365e-57c6-44d4-bb36-612293411481,Pepe,pepe,1,4,4
9bb80695-503b-4ce1-8e37-564c08d7febf,Marek Hamsik,marek hamsik,2,12,3
3cabd53b-a223-45f4-bdee-3e63afc71c87,Javi Martinez,javi martinez,2,13,1
a5a8a41d-4092-4ccd-8ecf-d5c6d3d190e2,Diego Forlan,diego forlan,2,12,5
3bf204df-88aa-482c-805f-01b32ce79560,Paulinho,paulinho,1,8,8
