id,person_name,person_name_lc,person_name_ngram,person_name_length,person_name_counts
46eaf518-34db-474b-8dee-1253b294ea45,Jesú Navas,jesú navas,2,10,5
3728b7bf-f5bb-4a7c-937d-2573e48b0509,Enriqu Castr,enriqu castr,2,12,6
1b2e7a35-c4e3-4e2e-9517-23cd42c0ef25,Antoni Ramallets,antoni ramallets,2,16,8
a0143abe-5ab9-4ccd-8515-84d05ec01aee,Jos Ramó Alexanco,jos ramó alexanco,3,17,7
b43e31d2-c4f4-4982-9813-277327c8fd04,Jua Góme,jua góme,2,8,5
4ed8926f-97b4-4e87-aebb-d98f93cf75a4,Juli Albert Moreno,juli albert moreno,3,18,9
a1b6dcf1-1f1b-470b-a98d-2346b81d272d,Agustí Gaínza,agustí gaínza,2,13,1
6cb02c4a-7ce9-45ac-9e23-cf6b07d38c44,Jua Manue Mata,jua manue mata,3,14,1
f8e1fff7-a12c-457d-853f-edefdbe0f277,Migue Bianquett,migue bianquett,2,15,1
af587edf-5e43-4954-9a04-7ed5a81f3dee,Jesú Satrústegui,jesú satrústegui,2,16,1
d26af356-2ad9-4d2b-9769-d5e5b0abfe1f,Lui Suárez,lui suárez,2,10,3
5a7a09ce-b295-43bf-ae9b-21bd8c132500,Alfred D Stéfano,alfred d stéfano,3,16,10
c2f5a640-e180-4eb3-977e-e5a3bbe60785,Jos Reina,jos reina,2,9,7
22381c34-cb84-4f84-a1a4-099bea0ef542,Jos Marí Bakero,jos marí bakero,3,15,6
eba2a8ec-a2c8-4ebc-8112-f30dfd6fe685,Jesú Marí Zamora,jesú marí zamora,3,16,7
401ff22e-0844-478c-b0b6-056dccb69680,Jesú Garay,jesú garay,2,10,4
8fd73bff-2335-4067-b610-586cbec421f7,Robert Fernández,robert fernández,2,16,4
e62f8802-542a-4bc0-9710-9793965ee8cc,Gena Andrinúa,gena andrinúa,2,13,8
9ec76c81-f798-47c1-9184-e24b90d4fe38,Agustí Aránzabal,agustí aránzabal,2,16,1
390dfa91-8965-4406-8373-d61eb6a46b4e,Manue Sánche "manolo,manue sánche "manolo,3,20,2
9e6381ca-7f50-42b1-9f93-e2fa59fea7f1,Marco Antoni Senna,marco antoni senna,3,18,8
24980596-a582-4b8d-9077-ea3e267a6821,Jua Carlo Sol,jua carlo sol,3,13,0
9c75cb96-e020-4fd0-adf0-df05a22e9c74,Migue Tendillo,migue tendillo,2,14,8
9f98c1af-5df8-4783-ba16-cb6ce01e35ac,Migue Porlá,migue porlá,2,11,2
3f6e80e7-9928-4335-8a31-a3decb99c957,Jua Gutiérre Moren "juanito,jua gutiérre moren "juanito,4,27,7
4d352da9-d9b3-427f-987a-43beb21edd18,Francisc Narváe,francisc narváe,2,15,3
0375cf8f-e194-434a-a746-b704d50a9f90,Felician Rivill Muño,felician rivill muño,3,20,4
05610531-4222-43e5-8d0d-6d5df54c7ff7,Jord Alba,jord alba,2,9,10
2abac4d3-23da-4027-8470-10e4d5ee4924,Danie Rui Bazá,danie rui bazá,3,14,5
0fea2e82-b55f-4fb5-98bb-6bd22b9073cc,Jacint Quincoces,jacint quincoces,2,16,0
ec42b6c2-efe6-4de5-b54a-c835246a324f,Lui Regueiro,lui regueiro,2,12,7
e46b0907-0abc-473d-905d-db8cb27e101a,Jua Segarra,jua segarra,2,11,2
12386b7c-0265-45b2-a873-56a49a7c6386,Ismae Urzaiz,ismae urzaiz,2,12,2
d3b4c3bb-924a-498c-911b-401f5abc6e15,Ignaci Zoco,ignaci zoco,2,11,1
b04529ef-c1a4-43bd-889a-d90a5d0c1b3d,Fernand Llorent Torre,fernand llorent torre,3,21,1
ce9809e6-1ced-45c0-9011-19e793903e33,Jos Claramunt,jos claramunt,2,13,9
91a7f5b4-0098-4bf6-9f7f-b7fdc3cf2435,Pabl Ibáñe Tébar,pabl ibáñe tébar,3,16,1
4ade93de-907a-452c-b5eb-f833e4814887,Antoni Puchades,antoni puchades,2,15,1
707daba8-906d-46e9-88c8-5a936dbfbf06,Enriqu Saura,enriqu saura,2,12,10
aa5245a6-7a6a-4768-9e1b-ce995358005a,Estanisla Basora,estanisla basora,2,16,7
9381573d-031c-4a0e-a4e6-71ba257303f6,Aíto Beguiristáin,aíto beguiristáin,2,17,2
a69574bd-6a6f-48ea-a536-f3644ec10901,Benit Gregori Rubio,benit gregori rubio,3,19,7
f7dca9e7-7908-4a01-b341-626b2b31b228,Marco Alons Peña,marco alons peña,3,16,1
6194f26e-c7b8-49e5-ac97-34b445478d7e,Jua Antoni Pizzi,jua antoni pizzi,3,16,1
23054a1c-aab3-4807-9c36-88681be5a52d,Hipólit Rincón,hipólit rincón,2,14,0
a49effc4-6739-4b19-b86c-d9a18cbd1917,Antoni Moren,antoni moren,2,12,5
74c7d60a-fa64-4d9f-ad48-8ebd83c19091,Ánge Marí Villar,ánge marí villar,3,16,0
80839679-7579-45c4-b7a6-054b22ee7d17,Jos Lui Pére Caminero,jos lui pére caminero,4,21,4
855bed8f-8d42-4c30-8b3d-354dd0982a4a,Danie Güiza,danie güiza,2,11,1
08749537-09e9-4e16-8bd7-090f2f715f03,Pedr Munitis,pedr munitis,2,12,1
301f88ff-6e24-4dbd-8750-41d9d18f447c,Alvar Negredo,alvar negredo,2,13,2
8f7e9ce1-cd7b-4380-81e4-6f21dbe7a35e,Francisc Jéme,francisc jéme,2,13,7
3b9e81d8-b5c1-47b7-b160-4b61c5f15799,Jos Marí Peña,jos marí peña,3,13,10
37f38843-8215-48f4-85b6-fd718ebc2460,Jos Antoni Reyes,jos antoni reyes,3,16,4
7893e59f-c660-46ea-bb0e-64f3f8ea0588,Jos Samitier,jos samitier,2,12,1
eaa505f8-7d82-445a-9c7c-270e1c434237,Migue Ange Alonso,migue ange alonso,3,17,3
6c897c49-4b76-4986-a63a-3a37225d8a41,Francisc Javie Lópe Alfar,francisc javie lópe alfar,4,25,9
37462555-7cfd-418d-8158-5ef52b722d33,Francisc Gamborena,francisc gamborena,2,18,6
27e6f44a-1d2a-49bc-8e09-6934d8f766d3,Jesú Glaría,jesú glaría,2,11,3
f602c7a1-ef9e-4636-99ed-4ec95182a27e,Severin Vásque Reij,severin vásque reij,3,19,3
9b97fa9f-f753-45be-a54e-fb348c7d7212,Vícto Valdés,vícto valdés,2,12,8
2cd96fb0-301e-4516-849f-3ac88820f352,Telm Zarraonandí,telm zarraonandí,2,16,9
8d65e9ac-628d-4b35-8da5-28dc375eef3e,Guillerm Gorostiz Parede,guillerm gorostiz parede,3,24,3
28395cd5-4015-4d8c-a4df-a8fe8fff3848,Ladisla Kubala,ladisla kubala,2,14,9
67b46cb9-c012-4942-ae7a-6f360b0b19d7,Ramó Marí Calderé,ramó marí calderé,3,17,0
9b293aeb-de43-449a-87da-42f14de36e95,Vicent De Bosque,vicent de bosque,3,16,6
357f7a48-8d85-4dbf-b97d-aa09e449136c,Ignaci Eizaguirre,ignaci eizaguirre,2,17,0
86a4107b-ea60-4b2f-95cc-a5630bca282d,Jos Eulogi Gárate,jos eulogi gárate,3,17,9
e934bc4a-5418-4303-a99f-54642f1f5311,Alons Joaquí Gonzále,alons joaquí gonzále,3,20,4
a9273bcf-ea6b-4a81-9982-39f42d9b931a,Lui Garcí Sanz,lui garcí sanz,3,14,5
0c19bf82-3a92-4ae6-9762-eb2d3b44cc9d,Migue Ange Gonzále,migue ange gonzále,3,18,0
bc51d90a-b6fa-4a75-9a93-23f7c52d292c,Fernand Olivella,fernand olivella,2,16,9
f9481ea7-39e7-4948-939f-bd615328ff2d,Jos Fr Roj "chech Rojo,jos fr roj "chech rojo,5,22,7
3693544e-9e1e-4a95-94ec-f0a0bedaee83,Tomá Reñone Crego,tomá reñone crego,3,17,1
d59eae92-bd9e-4da1-b1ba-1b1f1d6c5d88,Albert Belsúe,albert belsúe,2,13,1
0f05e2f4-af1b-4d38-86f4-bf2031b66c38,Alber Luque,alber luque,2,11,4
38c180f4-2ff8-431f-bd68-f2adf6516cb4,Ignaci Churruca,ignaci churruca,2,15,3
66fc4893-7113-42bb-b62f-519b6de9dd9a,Enriqu Collar,enriqu collar,2,13,5
2b13889e-f875-4052-b71b-f00d9758f04f,Lui De Sol,lui de sol,3,10,6
7794c668-cdd0-430e-afcb-095d1c27d60b,Francisc Gonzále "fran,francisc gonzále "fran,3,22,5
43670419-d9c2-411e-b0d8-09a6dacc02db,Marian Gonzalvo,marian gonzalvo,2,15,6
1e9cee04-ab5f-4450-851d-c2b6e13803a2,Antoni Lópe Guerrer,antoni lópe guerrer,3,19,5
e91c5acf-ed7c-4683-b6a5-b5b59539d108,Ignaci Monreal,ignaci monreal,2,14,7
0ece238c-248c-4f54-ba49-d05032dcfaa3,Alber Riera,alber riera,2,11,9
dd8f4392-88e5-470a-826c-58055ff3afde,Jos Emili Santamaría,jos emili santamaría,3,20,0
1efa9833-b434-419f-bf3f-bf144c4a740e,Armand Ufarte,armand ufarte,2,13,6
f03141c8-dd78-4893-94dc-897aa0690e17,Jos Emili Amavisca,jos emili amavisca,3,18,6
81a2e8fe-a82b-478b-b1aa-c07e4b22ac09,Elo Olay Prendes,elo olay prendes,3,16,5
a31dc401-0e13-4156-9c9e-52c668aeb294,Epifani Fernánde "epi,epifani fernánde "epi,3,21,8
09d8e9ff-17c8-4b72-907b-6fac1a80dfbf,Eusebi Sacristá Men,eusebi sacristá men,3,19,3
f2961038-9b83-4e74-adb1-d34441cdbae9,Javie Martíne "jav Martínez,javie martíne "jav martínez,4,27,1
1f0d2528-316d-4232-b3e6-e1ac796dedbf,Manue Jiméne Jiméne,manue jiméne jiméne,3,19,6
10536992-2e34-42c4-ba7f-ab038ef52fb3,Robert Lópe Ufarte,robert lópe ufarte,3,18,8
c16e1520-7dec-4f1d-8494-764ccdfdf8d1,Marcia Pin Morales,marcia pin morales,3,18,6
81b4a446-2c25-4c0c-b7ab-dd08d8fe08d5,Martí Marculeta,martí marculeta,2,15,7
049b4204-4144-4f9d-ad04-6fdaad2d9605,Migue Gonzáles,migue gonzáles,2,14,9
14f5a814-aef5-455a-9d11-a0a293a7b8a4,Jos Marí Pereda,jos marí pereda,3,15,5
f06d160f-d48b-4390-9d49-51cb4ad7b91e,Vicent Piera,vicent piera,2,12,9
e36deaed-31d9-4bd9-b41f-ac8047a60fd5,Enriqu Sánche Flore,enriqu sánche flore,3,19,9
218829d6-af7a-4792-b8c0-603470b13735,Carlo Rexach,carlo rexach,2,12,5
f4eef361-c186-4bcb-a5e6-0fddccd973ec,Jos Vicent Sánchez,jos vicent sánchez,3,18,1
90bfba8f-42b1-4c34-b9dc-31c46774254d,Manue Sarabia,manue sarabia,2,13,7
f3ea1485-ef8f-4de8-91c7-0884382453a0,Dieg Tristán,dieg tristán,2,12,0
54a9d0b5-b093-4dd4-907c-442a9adf5370,Jua Morcill Vizcaín,jua morcill vizcaín,3,19,8
